doc_id,paper_key,title,doi,year,venue,citation_count,log1p_citations,title_word_count,edge_author_ids,profile_owner_ids,lab_link_ids,lab_author_names,lab_author_roles,topic_count,topics,title_bin,text_surprise_score,representation_contrast_proxy,role_aware_reward,reward_quadrant,author_composition
doc-10.31219/osf.io/mgdwq_v2,doi:10.31219/osf.io/mgdwq_v2,Engagement-based algorithms disrupt human social norm learning,10.31219/osf.io/mgdwq_v2,2025,,0,0.0,7,joshua-jackson,joshua-jackson,joshua-jackson,Joshua Jackson,Affiliate Faculty,5,"Cultural Differences and Values; Evolutionary Game Theory and Cooperation; Psychology of Moral and Emotional Judgment; Religion, Spirituality, and Psychology; Social and Intergroup Psychology",7-10 words,0.12264384397949181,0.6455785167110336,0.6475849871271431,Hidden Gem,Solo faculty
doc-epistemic-gaps-and-the-attribution-of-(ai)-discovery,title:epistemic gaps and the attribution of ai discovery,Epistemic Gaps and the Attribution of (AI) Discovery,,2025,PhilSci-Archive (University of Pittsburgh),0,0.0,8,eamon-duede; daniel-holz,eamon-duede,eamon-duede; daniel-holz,Eamon Duede; Daniel Holz,Affiliate Faculty; Affiliate Faculty,10,Astrophysical Phenomena and Observations; Cosmology and Gravitation Theories; Data Quality and Management; Explainable Artificial Intelligence (XAI); Gamma-ray bursts and supernovae; Geophysics and Gravity Measurements; Philosophy and History of Science; Pulsars and Gravitational Waves Research; Scientific Computing and Data Management; scientometrics and bibliometrics research,7-10 words,0.20022344096452543,0.6823927468768538,0.6369985317570004,Hidden Gem,Faculty + Faculty
doc-10.1073/pnas.2409752122,doi:10.1073/pnas.2409752122,Evaluating interdisciplinary research: Disparate outcomes for topic and knowledge base,10.1073/pnas.2409752122,2025,Proceedings of the National Academy of Sciences,5,1.791759469228055,10,daniel-holz; misha-teplitskiy,misha-teplitskiy,daniel-holz; misha-teplitskiy,Daniel Holz; Misha Teplitskiy,Affiliate Faculty; Affiliate Faculty,10,Academic Publishing and Open Access; Academic Writing and Publishing; Astrophysical Phenomena and Observations; Cosmology and Gravitation Theories; Evaluation and Performance Assessment; Gamma-ray bursts and supernovae; Geophysics and Gravity Measurements; Meta-analysis and systematic reviews; Pulsars and Gravitational Waves Research; scientometrics and bibliometrics research,7-10 words,0.3803144665819859,0.6684435660384463,0.5676895414136058,Hidden Gem,Faculty + Faculty
doc-10.1609/aies.v8i1.36590,doi:10.1609/aies.v8i1.36590,Experimental Evidence That AI-Managed Workers Tolerate Lower Pay Without Demotivation,10.1609/aies.v8i1.36590,2025,Proceedings of the AAAI/ACM Conference on AI Ethics and Society,0,0.0,10,levin-brinkmann; rui-wang,iyad-rahwan; levin-brinkmann,levin-brinkmann; rui-wang; iyad-rahwan,Levin Brinkmann; Rui Wang; Iyad Rahwan,Affiliate Faculty; PhD Student; Affiliate Faculty,13,"Ethics and Social Impacts of AI; Evolutionary Algorithms and Applications; Evolutionary Game Theory and Cooperation; Heme Oxygenase-1 and Carbon Monoxide; Ion channel regulation and function; Language and cultural evolution; Logic, Reasoning, and Knowledge; Misinformation and Its Impacts; Multi-Agent Systems and Negotiation; Neuroscience of respiration and sleep; Nitric Oxide and Endothelin Effects; Semantic Web and Ontologies",7-10 words,0.3060108652410588,0.6505775036495359,0.6356560738079206,Hidden Gem,Mixed (faculty + PhD)
doc-10.48550/arxiv.2505.21752,doi:10.48550/arxiv.2505.21752,Experimental Evidence That AI-Managed Workers Tolerate Lower Pay Without Demotivation,10.48550/arxiv.2505.21752,2025,arXiv (Cornell University),0,0.0,10,levin-brinkmann; rui-wang,levin-brinkmann,levin-brinkmann; rui-wang,Levin Brinkmann; Rui Wang,Affiliate Faculty; PhD Student,10,Ethics and Social Impacts of AI; Evolutionary Algorithms and Applications; Evolutionary Game Theory and Cooperation; Heme Oxygenase-1 and Carbon Monoxide; Ion channel regulation and function; Language and cultural evolution; Misinformation and Its Impacts; Neuroscience of respiration and sleep; Nitric Oxide and Endothelin Effects; Sulfur Compounds in Biology,7-10 words,0.30193476140194914,0.6571696980870956,0.6400491976485108,Hidden Gem,Mixed (faculty + PhD)
doc-10.48550/arxiv.2507.17717,doi:10.48550/arxiv.2507.17717,From Feedback to Checklists: Grounded Evaluation of AI-Generated Clinical Notes,10.48550/arxiv.2507.17717,2025,arXiv (Cornell University),0,0.0,10,fengli-xu; chenhao-tan,chenhao-tan,fengli-xu; chenhao-tan,Fengli Xu; Chenhao Tan,Affiliate Faculty; Affiliate Faculty,9,COVID-19 epidemiological studies; Complex Network Analysis Techniques; Explainable Artificial Intelligence (XAI); Human Mobility and Location-Based Analysis; Natural Language Processing Techniques; Opinion Dynamics and Social Influence; Topic Modeling; Traffic Prediction and Management Techniques; Urban Transport and Accessibility,7-10 words,0.3730067981565387,0.5362958217205936,0.5107807404194786,Routine,Faculty + Faculty
doc-10.1002/smll.202412178,doi:10.1002/smll.202412178,Functional Imaging of CYP3A4 at Multiple Dimensions Using an AI‐Driven High Performance Fluorogenic Substrate,10.1002/smll.202412178,2025,Small,2,1.0986122886681098,15,rui-wang; zhao-wang; muhua-huang; xiaodi-yang,xiaodi-yang,rui-wang; zhao-wang; muhua-huang; xiaodi-yang,Rui Wang; Zhao Wang; Muhua Huang; Xiaodi Yang,PhD Student; Affiliate Faculty; Masters Student; Masters Student,19,Advanced Neuroimaging Techniques and Applications; Advanced Polymer Synthesis and Characterization; Advanced biosensing and bioanalysis techniques; Conducting polymers and applications; Electrochemical Analysis and Applications; Electrochemical sensors and biosensors; Functional Brain Connectivity Studies; Heme Oxygenase-1 and Carbon Monoxide; Ion channel regulation and function; Multiple Sclerosis Research Studies; Neural dynamics and brain function; Neuroscience of respiration and sleep,15-19 words,0.5903477596899839,0.52690692205541,0.5304863990334402,False Positive,Mixed (faculty + PhD)
doc-10.48550/arxiv.2509.16323,doi:10.48550/arxiv.2509.16323,Funding the Frontier: Visualizing the Broad Impact of Science and Science Funding,10.48550/arxiv.2509.16323,2025,arXiv (Cornell University),0,0.0,12,rui-wang; dashun-wang,dashun-wang,rui-wang; dashun-wang,Rui Wang; Dashun Wang,PhD Student; Affiliate Faculty,10,Complex Network Analysis Techniques; Heme Oxygenase-1 and Carbon Monoxide; Ion channel regulation and function; Neuroscience of respiration and sleep; Nitric Oxide and Endothelin Effects; Opinion Dynamics and Social Influence; Research Data Management Practices; Scientific Computing and Data Management; Sulfur Compounds in Biology; scientometrics and bibliometrics research,11-14 words,0.5164185379262591,0.523782556649596,0.5049556622181275,False Positive,Mixed (faculty + PhD)
doc-10.1080/01443615.2025.2531366,doi:10.1080/01443615.2025.2531366,GDM links to increased neonatal myocardial hypertrophy via ANGPTL7: prospective cohort study,10.1080/01443615.2025.2531366,2025,Journal of Obstetrics and Gynaecology,0,0.0,12,haohan-shi; xiaodi-yang; muhua-huang; chen-lin,muhua-huang,haohan-shi; xiaodi-yang; muhua-huang; chen-lin,Haohan Shi; Xiaodi Yang; Muhua Huang; Chen Lin,Alumni; Masters Student; Masters Student; PhD Student,20,Academic Writing and Publishing; Advanced Neuroimaging Techniques and Applications; Advanced Text Analysis Techniques; Advanced biosensing and bioanalysis techniques; Atomic and Molecular Physics; Cavitation Phenomena in Pumps; Conducting polymers and applications; Electrochemical Analysis and Applications; Electrochemical sensors and biosensors; Fluid Dynamics Simulations and Interactions; Functional Brain Connectivity Studies; Hate Speech and Cyberbullying Detection,11-14 words,0.4919077487422404,0.5764401859227428,0.5872303716054501,Aligned Surprise,Solo PhD student
doc-10.1016/j.cej.2025.170750,doi:10.1016/j.cej.2025.170750,Generation of reactive nitrogen species for ultrasound-catalyzed tumor treatment through cascade reaction by self-supplied H2O2 nano-reactor,10.1016/j.cej.2025.170750,2025,Chemical Engineering Journal,0,0.0,16,lingfei-wu; zhao-wang; haizi-yu,zhao-wang,lingfei-wu; zhao-wang; haizi-yu,Lingfei Wu; Zhao Wang; Haizi Yu,Affiliate Faculty; Affiliate Faculty; Affiliate Researcher,14,Advanced Polymer Synthesis and Characterization; Advanced biosensing and bioanalysis techniques; Big Data and Business Intelligence; Complex Network Analysis Techniques; Geological and Geochemical Analysis; Music Technology and Sound Studies; Music and Audio Processing; Neural Networks and Applications; Opinion Dynamics and Social Influence; Polymer Surface Interaction Studies; Rough Sets and Fuzzy Logic; Silicone and Siloxane Chemistry,15-19 words,0.661087554259246,0.43280066170480586,0.4133796537764265,False Positive,Faculty + Faculty
doc-10.2139/ssrn.5577891,doi:10.2139/ssrn.5577891,"Generative AI, Open Source, and Application-Layer Product Development",10.2139/ssrn.5577891,2025,SSRN Electronic Journal,0,0.0,8,bowen-lou,bowen-lou,bowen-lou,Bowen Lou,Affiliate Faculty,5,Big Data and Business Intelligence; Digital Platforms and Economics; Employer Branding and e-HRM; Innovation and Knowledge Management; Private Equity and Venture Capital,7-10 words,0.23489565712863011,0.5662926545835083,0.5726182145675582,Hidden Gem,Solo faculty
doc-10.1002/hast.5014,doi:10.1002/hast.5014,"Genetics and Scientific Values: Aaron Panofsky, Kushan Dasgupta, Nicole Iturriaga, and Bernard Koch Reply",10.1002/hast.5014,2025,The Hastings Center Report,0,0.0,14,aaron-schein; bernard-koch,bernard-koch,aaron-schein; bernard-koch,Aaron Schein; Bernard Koch,Affiliate Faculty; Affiliate Faculty,10,"Advanced Causal Inference Techniques; Bayesian Methods and Mixture Models; Health Systems, Economic Evaluations, Quality of Life; Language and cultural evolution; Marine Invertebrate Physiology and Ecology; Natural Language Processing Techniques; Statistical Methods and Bayesian Inference; Statistical Methods and Inference; Tensor decomposition and applications; Topic Modeling",11-14 words,0.6690142937433008,0.36149361079959047,0.32851712204966044,False Positive,Faculty + Faculty
doc-10.5465/amproc.2025.18866abstract,doi:10.5465/amproc.2025.18866abstract,Geographical Disparities in Navigating Rejection in Science Drive Disparities in its File Drawer,10.5465/amproc.2025.18866abstract,2025,Academy of Management Proceedings,0,0.0,13,chen-lin; chris-esposito; david-wolpert; misha-teplitskiy,misha-teplitskiy,chen-lin; chris-esposito; david-wolpert; misha-teplitskiy,Chen Lin; Chris Esposito; David Wolpert; Misha Teplitskiy,PhD Student; Postdoctoral Scholar; Affiliate Faculty; Affiliate Faculty,20,"Academic Publishing and Open Access; Academic Writing and Publishing; Advanced Thermodynamics and Statistical Mechanics; Atomic and Molecular Physics; Cavitation Phenomena in Pumps; Computability, Logic, AI Algorithms; Evaluation and Performance Assessment; Fluid Dynamics Simulations and Interactions; Game Theory and Applications; Hydraulic and Pneumatic Systems; Innovation Diffusion and Forecasting; Innovation and Knowledge Management",11-14 words,0.49255627820909864,0.6082776499803126,0.6013302451179562,Aligned Surprise,Mixed (faculty + PhD)
doc-10.1073/pnas.2507394122,doi:10.1073/pnas.2507394122,Geographical diversity of peer reviewers shapes author success,10.1073/pnas.2507394122,2025,Proceedings of the National Academy of Sciences,2,1.0986122886681098,8,james-evans; misha-teplitskiy,misha-teplitskiy,james-evans; misha-teplitskiy,James Evans; Misha Teplitskiy,Director; Affiliate Faculty,10,Academic Publishing and Open Access; Academic Writing and Publishing; Biomedical Text Mining and Ontologies; Complex Network Analysis Techniques; Evaluation and Performance Assessment; Meta-analysis and systematic reviews; Scientific Computing and Data Management; Scientometrics and Bibliometrics Research; Topic Modeling; scientometrics and bibliometrics research,7-10 words,0.19199804747407279,0.7913955907945744,0.738928699241633,Hidden Gem,Faculty + Faculty
doc-10.48550/arxiv.2507.07964,doi:10.48550/arxiv.2507.07964,Gravitational lensing rarely produces high-mass outliers to the compact binary population,10.48550/arxiv.2507.07964,2025,arXiv (Cornell University),0,0.0,11,daniel-holz,daniel-holz,daniel-holz,Daniel Holz,Affiliate Faculty,5,Astrophysical Phenomena and Observations; Cosmology and Gravitation Theories; Gamma-ray bursts and supernovae; Geophysics and Gravity Measurements; Pulsars and Gravitational Waves Research,11-14 words,0.3479927067977825,0.4915194766113114,0.49938631709586623,Routine,Solo faculty
doc-10.1149/ma2025-027997mtgabs,doi:10.1149/ma2025-027997mtgabs,Harnessing Multimodal Data from Scientific Literature for Spectroscopy Informatics,10.1149/ma2025-027997mtgabs,2025,ECS Meeting Abstracts,0,0.0,9,ian-foster,ian-foster,ian-foster,Ian Foster,Affiliate Faculty,5,Advanced Data Storage Technologies; Cloud Computing and Resource Management; Distributed and Parallel Computing Systems; Parallel Computing and Optimization Techniques; Scientific Computing and Data Management,7-10 words,0.25240575688597877,0.5636194566168634,0.565286740567496,Hidden Gem,Solo faculty
doc-10.1007/s10921-025-01299-2,doi:10.1007/s10921-025-01299-2,High-speed Z-shaped Laser Point Scanning for Thermographic Detection of CFRP Defects,10.1007/s10921-025-01299-2,2025,Journal of Nondestructive Evaluation,0,0.0,11,xiaodi-yang; ziwen-chen,ziwen-chen,xiaodi-yang; ziwen-chen,Xiaodi Yang; Ziwen Chen,Masters Student; PhD Student,10,Advanced biosensing and bioanalysis techniques; Conducting polymers and applications; Electrochemical Analysis and Applications; Electrochemical sensors and biosensors; Ferroptosis and cancer prognosis; Nuclear Receptors and Signaling; Organic Electronics and Photovoltaics; Retinoids in leukemia and cellular processes; Synthesis of Tetrazole Derivatives; Ubiquitin and proteasome pathways,11-14 words,0.35492034910012044,0.6018074558147944,0.5965912329316153,Hidden Gem,Solo PhD student
doc-10.48550/arxiv.2507.13524,doi:10.48550/arxiv.2507.13524,Humans learn to prefer trustworthy AI over human partners,10.48550/arxiv.2507.13524,2025,arXiv (Cornell University),0,0.0,9,levin-brinkmann,levin-brinkmann,levin-brinkmann,Levin Brinkmann,Affiliate Faculty,5,Ethics and Social Impacts of AI; Evolutionary Algorithms and Applications; Evolutionary Game Theory and Cooperation; Language and cultural evolution; Misinformation and Its Impacts,7-10 words,0.25051457773091146,0.5649857221251553,0.5665634727505009,Hidden Gem,Solo faculty
doc-10.48550/arxiv.2508.08719,doi:10.48550/arxiv.2508.08719,IROTE: Human-like Traits Elicitation of Large Language Model via In-Context Self-Reflective Optimization,10.48550/arxiv.2508.08719,2025,arXiv (Cornell University),0,0.0,12,muhua-huang,muhua-huang,muhua-huang,Muhua Huang,Masters Student,5,Advanced Neuroimaging Techniques and Applications; Functional Brain Connectivity Studies; Multiple Sclerosis Research Studies; Neural dynamics and brain function; Photoreceptor and optogenetics research,11-14 words,0.47720948277325587,0.41111146306121066,0.4179768394069053,False Positive,No KLab core author
doc-10.1137/1.9781611978933.17,doi:10.1137/1.9781611978933.17,Information Lattice Transform,10.1137/1.9781611978933.17,2025,Society for Industrial and Applied Mathematics eBooks,0,0.0,3,haizi-yu; lav-varshney,haizi-yu,haizi-yu; lav-varshney,Haizi Yu; Lav Varshney,Affiliate Researcher; Affiliate Faculty,5,Complex Network Analysis Techniques; Music Technology and Sound Studies; Music and Audio Processing; Neural Networks and Applications; Rough Sets and Fuzzy Logic,<= 6 words,0.0,0.7463215589398334,0.785844701522925,Hidden Gem,Solo faculty
doc-10.48550/arxiv.2512.03723,doi:10.48550/arxiv.2512.03723,Innovation by Displacement,10.48550/arxiv.2512.03723,2025,arXiv (Cornell University),0,0.0,3,ningzi-li; chen-lin; lingfei-wu,lingfei-wu,ningzi-li; chen-lin; lingfei-wu,Ningzi Li; Chen Lin; Lingfei Wu,Postdoctoral Scholar; PhD Student; Affiliate Faculty,13,"Atomic and Molecular Physics; Big Data and Business Intelligence; Cavitation Phenomena in Pumps; Complex Network Analysis Techniques; Financial Literacy, Pension, Retirement Analysis; Fluid Dynamics Simulations and Interactions; Geological and Geochemical Analysis; Hydraulic and Pneumatic Systems; Intergenerational Family Dynamics and Caregiving; Microfinance and Financial Inclusion; Opinion Dynamics and Social Influence; Personality Disorders and Psychopathology",<= 6 words,0.0,0.9035802577223118,0.9066111159750403,Hidden Gem,Mixed (faculty + PhD)
doc-10.5465/amproc.2025.12393symposium,doi:10.5465/amproc.2025.12393symposium,"Innovative Paradigms in Organizational Change: Dynamics of Networks, Leadership, and Creativity",10.5465/amproc.2025.12393symposium,2025,Academy of Management Proceedings,0,0.0,11,haizi-yu; james-evans; jar-der-luo,jar-der-luo,haizi-yu; james-evans; jar-der-luo,Haizi Yu; James Evans; Jar-Der Luo,Affiliate Researcher; Director; Affiliate Faculty,13,Biomedical Text Mining and Ontologies; Complex Network Analysis Techniques; Corporate Finance and Governance; Music Technology and Sound Studies; Music and Audio Processing; Neural Networks and Applications; Opinion Dynamics and Social Influence; Private Equity and Venture Capital; Rough Sets and Fuzzy Logic; Scientific Computing and Data Management; Scientometrics and Bibliometrics Research; Social Capital and Networks,11-14 words,0.48604049537820754,0.6079714329755099,0.6034729714566068,Aligned Surprise,Faculty + Faculty
doc-10.18494/sam5569,doi:10.18494/sam5569,Integrated Machine-learning Force Prediction Model of H-shaped Steel during Hot-rolling Manufacturing with Measurements via Sensors,10.18494/sam5569,2025,Sensors and Materials,0,0.0,15,lingfei-wu; rui-wang; rui-pan,lingfei-wu,lingfei-wu; rui-wang; rui-pan,Lingfei Wu; Rui Wang; Rui Pan,Affiliate Faculty; PhD Student; PhD Student,15,Advanced Sensor and Energy Harvesting Materials; Big Data and Business Intelligence; Complex Network Analysis Techniques; Electrowetting and Microfluidic Technologies; Geological and Geochemical Analysis; Heme Oxygenase-1 and Carbon Monoxide; Innovative Microfluidic and Catalytic Techniques Innovation; Ion channel regulation and function; Microfluidic and Bio-sensing Technologies; Microfluidic and Capillary Electrophoresis Applications; Neuroscience of respiration and sleep; Nitric Oxide and Endothelin Effects,15-19 words,0.6045335370859908,0.48694315457079634,0.45753768157676156,False Positive,Mixed (faculty + PhD)
doc-10.64898/2025.12.18.25342437,doi:10.64898/2025.12.18.25342437,Integrative Profiling of Glymphatic Dysfunction in Adolescent Subthreshold Depression,10.64898/2025.12.18.25342437,2025,,0,0.0,9,rui-wang,rui-wang,rui-wang,Rui Wang,PhD Student,5,Heme Oxygenase-1 and Carbon Monoxide; Ion channel regulation and function; Neuroscience of respiration and sleep; Nitric Oxide and Endothelin Effects; Sulfur Compounds in Biology,7-10 words,0.2531067866967308,0.5825528787238181,0.5735614200818624,Hidden Gem,Solo PhD student
doc-10.48550/arxiv.2507.19521,doi:10.48550/arxiv.2507.19521,Intent-Aware Schema Generation And Refinement For Literature Review Tables,10.48550/arxiv.2507.19521,2025,arXiv (Cornell University),0,0.0,9,doug-downey,doug-downey,doug-downey,Doug Downey,Affiliate Faculty,5,Advanced Text Analysis Techniques; Biomedical Text Mining and Ontologies; Multimodal Machine Learning Applications; Natural Language Processing Techniques; Topic Modeling,7-10 words,0.2748648239159642,0.5550635260554877,0.553575898354382,Hidden Gem,Solo faculty
doc-10.18653/v1/2025.findings-emnlp.1274,doi:10.18653/v1/2025.findings-emnlp.1274,Intent-aware Schema Generation and Refinement for Literature Review Tables,10.18653/v1/2025.findings-emnlp.1274,2025,,0,0.0,9,doug-downey,doug-downey,doug-downey,Doug Downey,Affiliate Faculty,5,Advanced Text Analysis Techniques; Biomedical Text Mining and Ontologies; Multimodal Machine Learning Applications; Natural Language Processing Techniques; Topic Modeling,7-10 words,0.266438496983945,0.5545216498049026,0.5562812684678254,Hidden Gem,Solo faculty
doc-10.5465/amproc.2025.16915abstract,doi:10.5465/amproc.2025.16915abstract,Is Everest More Innovative Than Michael? First Name Uniqueness and Inventive Novelty,10.5465/amproc.2025.16915abstract,2025,Academy of Management Proceedings,0,0.0,12,di-tong,di-tong,di-tong,Di Tong,PhD Student,5,Bacteriophages and microbial interactions; Entrepreneurship Studies and Influences; Microbial Community Ecology and Physiology; Plant Virus Research Studies; Soil Carbon and Nitrogen Dynamics,11-14 words,0.4898866655176707,0.43822156969972925,0.4257393734336934,False Positive,Solo PhD student
doc-10.1093/mam/ozaf048.1058,doi:10.1093/mam/ozaf048.1058,"Keeping Artificial Intelligence for Microscopy FAIR: Findable, Accessible, Interoperable, and Reproducible",10.1093/mam/ozaf048.1058,2025,Microscopy and Microanalysis,0,0.0,11,ben-blaiszik,ben-blaiszik,ben-blaiszik,Ben Blaiszik,Affiliate Faculty,5,Computational Drug Discovery Methods; Distributed and Parallel Computing Systems; Machine Learning in Materials Science; Polymer composites and self-healing; Scientific Computing and Data Management,11-14 words,0.48102137499861913,0.4456253917725583,0.4321739450481345,False Positive,Solo faculty
doc-10.3847/2041-8213/adfd49,doi:10.3847/2041-8213/adfd49,Kilonova Constraints for the LIGO/Virgo/KAGRA Neutron Star Merger Candidate S250206dm: GW-MMADS Observations,10.3847/2041-8213/adfd49,2025,The Astrophysical Journal Letters,4,1.6094379124341003,14,james-evans; daniel-holz,daniel-holz,james-evans; daniel-holz,James Evans; Daniel Holz,Director; Affiliate Faculty,10,Astrophysical Phenomena and Observations; Biomedical Text Mining and Ontologies; Complex Network Analysis Techniques; Cosmology and Gravitation Theories; Gamma-ray bursts and supernovae; Geophysics and Gravity Measurements; Pulsars and Gravitational Waves Research; Scientific Computing and Data Management; Scientometrics and Bibliometrics Research; Topic Modeling,11-14 words,0.602283164678906,0.4469767775047748,0.4403404422395316,False Positive,Faculty + Faculty
doc-10.1016/j.oceaneng.2025.120868,doi:10.1016/j.oceaneng.2025.120868,LES investigation of oblique inflow effects on propeller cavitating tip vortex,10.1016/j.oceaneng.2025.120868,2025,Ocean Engineering,1,0.6931471805599453,11,chen-lin; rui-wang,chen-lin,chen-lin; rui-wang,Chen Lin; Rui Wang,PhD Student; PhD Student,10,Atomic and Molecular Physics; Cavitation Phenomena in Pumps; Fluid Dynamics Simulations and Interactions; Heme Oxygenase-1 and Carbon Monoxide; Hydraulic and Pneumatic Systems; Ion channel regulation and function; Neuroscience of respiration and sleep; Nitric Oxide and Endothelin Effects; Personality Disorders and Psychopathology; Sulfur Compounds in Biology,11-14 words,0.35659586484813965,0.5598937283877269,0.5271436250776282,Hidden Gem,Other KLab author config
doc-https://doi.org/10.1016/j.oceaneng.2025.120868,doi:https://doi.org/10.1016/j.oceaneng.2025.120868,LES investigation of oblique inflow effects on propeller cavitating tip vortex,https://doi.org/10.1016/j.oceaneng.2025.120868,2025,Ocean Engineering,1,0.6931471805599453,11,chen-lin; rui-wang,chen-lin,chen-lin; rui-wang,Chen Lin; Rui Wang,PhD Student; PhD Student,10,Atomic and Molecular Physics; Cavitation Phenomena in Pumps; Fluid Dynamics Simulations and Interactions; Heme Oxygenase-1 and Carbon Monoxide; Hydraulic and Pneumatic Systems; Ion channel regulation and function; Neuroscience of respiration and sleep; Nitric Oxide and Endothelin Effects; Personality Disorders and Psychopathology; Sulfur Compounds in Biology,11-14 words,0.3613189832857621,0.5536745267659832,0.5226918928946757,Hidden Gem,Other KLab author config
doc-10.48550/arxiv.2504.02234,doi:10.48550/arxiv.2504.02234,LLM Social Simulations Are a Promising Research Method,10.48550/arxiv.2504.02234,2025,arXiv (Cornell University),3,1.3862943611198906,8,jacy-anthis; austin-kozlowski; bernard-koch,austin-kozlowski,jacy-anthis; austin-kozlowski; bernard-koch,Jacy Anthis; Austin Kozlowski; Bernard Koch,PhD Student; Assistant Director; Affiliate Faculty,14,"Advanced Causal Inference Techniques; Animal Behavior and Welfare Studies; Computational and Text Analysis Methods; Death Anxiety and Social Exclusion; Electoral Systems and Political Participation; Ethics and Social Impacts of AI; Health Systems, Economic Evaluations, Quality of Life; Language and cultural evolution; Marine Invertebrate Physiology and Ecology; Psychology of Moral and Emotional Judgment; Social Media and Politics; Social and Cultural Dynamics",7-10 words,0.17312074699395352,0.7958963996119324,0.7975611183774859,Hidden Gem,Mixed (faculty + PhD)
doc-10.48550/arxiv.2505.18942,doi:10.48550/arxiv.2505.18942,Language Models Surface the Unwritten Code of Science and Society,10.48550/arxiv.2505.18942,2025,arXiv (Cornell University),0,0.0,10,honglin-bao; lingfei-wu; hongkai-mao; james-evans,honglin-bao,honglin-bao; lingfei-wu; hongkai-mao; james-evans,Honglin Bao; Lingfei Wu; Hongkai Mao; James Evans,PhD Student; Affiliate Faculty; PhD Student; Director,17,Artificial Intelligence in Healthcare and Education; Big Data and Business Intelligence; Biomedical Text Mining and Ontologies; Catalysis and Hydrodesulfurization Studies; Catalysis and Oxidation Reactions; Complex Network Analysis Techniques; Electromagnetic wave absorption materials; Evolutionary Game Theory and Cooperation; Geological and Geochemical Analysis; Magnetic Properties and Synthesis of Ferrites; Multiferroics and related materials; Opinion Dynamics and Social Influence,7-10 words,0.32774996822298275,0.6930318092708316,0.6971518252938304,Hidden Gem,Mixed (faculty + PhD)
doc-10.1177/23727322251408311,doi:10.1177/23727322251408311,Large AI Models Have a Prioritization Problem: Policy Implications and Solutions,10.1177/23727322251408311,2025,Policy Insights from the Behavioral and Brain Sciences,0,0.0,11,joshua-jackson; zhao-wang,joshua-jackson,joshua-jackson; zhao-wang,Joshua Jackson; Zhao Wang,Affiliate Faculty; Affiliate Faculty,10,"Advanced Polymer Synthesis and Characterization; Advanced biosensing and bioanalysis techniques; Cultural Differences and Values; Evolutionary Game Theory and Cooperation; Polymer Surface Interaction Studies; Psychology of Moral and Emotional Judgment; Religion, Spirituality, and Psychology; Silicone and Siloxane Chemistry; Social and Intergroup Psychology; biodegradable polymer synthesis and properties",11-14 words,0.4420959707901571,0.5811670229102641,0.5067915705330639,Aligned Surprise,Faculty + Faculty
doc-10.1007/s42241-025-0072-8,doi:10.1007/s42241-025-0072-8,Large eddy simulation of cavitating flow in a cone valve with special emphasis on the shear cavitation inside and its effects,10.1007/s42241-025-0072-8,2025,Journal of Hydrodynamics,0,0.0,21,chen-lin,chen-lin,chen-lin,Chen Lin,PhD Student,5,Atomic and Molecular Physics; Cavitation Phenomena in Pumps; Fluid Dynamics Simulations and Interactions; Hydraulic and Pneumatic Systems; Personality Disorders and Psychopathology,>= 20 words,0.8584606955255057,0.17314717505398372,0.17745498534036563,False Positive,Solo PhD student
doc-10.1038/s44387-025-00017-7,doi:10.1038/s44387-025-00017-7,Learning from one and only one shot,10.1038/s44387-025-00017-7,2025,npj Artificial Intelligence,2,1.0986122886681098,7,haizi-yu; lav-varshney; james-evans,haizi-yu; james-evans,haizi-yu; lav-varshney; james-evans,Haizi Yu; Lav Varshney; James Evans,Affiliate Researcher; Affiliate Faculty; Director,9,Biomedical Text Mining and Ontologies; Complex Network Analysis Techniques; Music Technology and Sound Studies; Music and Audio Processing; Neural Networks and Applications; Rough Sets and Fuzzy Logic; Scientific Computing and Data Management; Scientometrics and Bibliometrics Research; Topic Modeling,7-10 words,0.14406327907672692,0.7363552250360267,0.7809377035893575,Hidden Gem,Faculty + Faculty
doc-10.1109/escience65000.2025.00040,doi:10.1109/escience65000.2025.00040,Leveraging Hidden Patterns in Open-Ended Community Health Workers’ Notes to Improve Prediction of Patient Readmission,10.1109/escience65000.2025.00040,2025,,0,0.0,15,jamshid-sourati,jamshid-sourati,jamshid-sourati,Jamshid Sourati,Affiliate Faculty,5,Algorithms and Data Compression; Machine Learning and Algorithms; Machine Learning and Data Classification; Machine Learning in Materials Science; Optimization and Search Problems,15-19 words,0.6058857789009078,0.36616111620968705,0.35271247967904146,False Positive,Solo faculty
doc-10.48550/arxiv.2512.13645,doi:10.48550/arxiv.2512.13645,Linear Regression in a Nonlinear World,10.48550/arxiv.2512.13645,2025,arXiv (Cornell University),0,0.0,6,nadav-kunievsky,nadav-kunievsky,nadav-kunievsky,Nadav Kunievsky,Postdoctoral Scholar,5,"Economic Growth and Development; Energy, Environment, Economic Growth; Health disparities and outcomes; Intellectual Property and Patents; School Choice and Performance",<= 6 words,0.057200819685170615,0.6985309278070067,0.6943186306233433,Hidden Gem,No KLab core author
